Employee_ID,Age,Gender,Department,Job_Role,Education,Marital_Status,Monthly_Income,Salary_Band,Tenure_Years,Tenure_Band,Job_Satisfaction,Work_Life_Balance,Overtime,Distance_From_Home,Performance_Rating,Training_Times_Last_Year,Promotion_Last_2_Years,Attrition,Attrition_Flag
E0662,28,Male,Finance,Finance Manager,Bachelor,Married,99901,High,3,2-3 Years,4,2,No,17,4,4,No,Yes,1
E0663,37,Male,Sales,Sales Executive,Doctorate,Single,68048,Medium,0,0-1 Year,1,4,No,12,3,0,No,No,0
E0664,46,Female,Operations,Operations Manager,Master,Single,41032,Medium,0,0-1 Year,4,1,No,10,3,3,No,No,0
E0665,48,Male,Research & Development,Research Scientist,Bachelor,Single,44895,Medium,4,4-7 Years,4,3,Yes,26,3,5,No,Yes,1
E0666,26,Male,Sales,Regional Manager,Master,Married,59524,Medium,10,8+ Years,2,4,No,23,3,5,No,No,0
E0667,42,Female,Research & Development,Research Scientist,Master,Married,69810,Medium,7,4-7 Years,3,2,No,19,3,1,No,Yes,1
E0668,20,Male,Sales,Sales Executive,Below College,Married,49950,Medium,0,0-1 Year,3,1,Yes,11,3,6,No,Yes,1
E0669,31,Female,Sales,Sales Executive,Master,Married,37712,Medium,4,4-7 Years,2,2,No,29,3,6,Yes,No,0
E0670,34,Male,Finance,Accountant,Master,Single,62285,Medium,4,4-7 Years,1,2,Yes,7,3,0,No,Yes,1
E0671,40,Female,Human Resources,Recruiter,Doctorate,Married,26985,Low,3,2-3 Years,4,1,No,14,3,0,Yes,Yes,1
E0672,31,Female,Sales,Regional Manager,Below College,Single,90110,High,15,8+ Years,3,4,No,13,3,0,No,No,0
E0673,32,Female,Finance,Financial Analyst,Bachelor,Single,62034,Medium,5,4-7 Years,4,1,No,30,4,1,No,No,0
E0674,26,Female,Human Resources,Recruiter,Bachelor,Single,60570,Medium,2,2-3 Years,2,3,Yes,21,4,2,No,No,0
E0675,43,Male,IT,Software Engineer,Below College,Married,59415,Medium,2,2-3 Years,2,3,No,5,3,4,No,No,0
E0676,35,Male,Sales,Sales Representative,Master,Married,68918,Medium,3,2-3 Years,3,2,No,25,4,5,No,No,0
E0677,36,Female,Operations,Process Lead,Master,Divorced,46594,Medium,1,0-1 Year,1,4,Yes,25,3,5,No,Yes,1
E0678,37,Female,Research & Development,Lab Technician,College,Married,90015,High,5,4-7 Years,2,4,Yes,27,3,6,Yes,No,0
E0679,39,Male,Sales,Sales Representative,Master,Married,41209,Medium,2,2-3 Years,1,3,No,6,3,5,No,No,0
E0680,26,Male,Human Resources,HR Manager,Master,Married,31808,Low,0,0-1 Year,4,4,Yes,28,3,0,No,Yes,1
E0681,48,Female,Research & Development,R&D Manager,Doctorate,Single,68348,Medium,1,0-1 Year,4,3,No,3,4,1,No,No,0
E0682,31,Male,IT,Data Analyst,College,Married,82960,High,5,4-7 Years,4,3,Yes,21,3,2,No,Yes,1
E0683,44,Female,Human Resources,HR Manager,College,Single,52041,Medium,10,8+ Years,1,1,Yes,12,4,3,No,No,0
E0684,41,Male,Research & Development,Research Scientist,College,Single,76171,High,1,0-1 Year,4,3,No,26,4,1,No,No,0
E0685,28,Male,Human Resources,Payroll Specialist,Bachelor,Married,31687,Low,4,4-7 Years,4,2,Yes,14,4,4,Yes,No,0
E0686,31,Female,Research & Development,R&D Manager,Below College,Married,66128,Medium,1,0-1 Year,2,4,No,24,4,6,No,No,0
E0687,35,Other,Customer Support,Support Executive,Below College,Single,32282,Low,0,0-1 Year,1,3,Yes,12,3,1,No,Yes,1
E0688,33,Male,Finance,Financial Analyst,Bachelor,Married,79689,High,3,2-3 Years,3,2,No,15,4,2,No,No,0
E0689,50,Male,Research & Development,Research Scientist,Bachelor,Married,85209,High,6,4-7 Years,3,1,No,7,4,6,No,No,0
E0690,39,Male,Operations,Operations Manager,Bachelor,Married,52753,Medium,2,2-3 Years,1,1,No,16,4,2,No,Yes,1
E0691,20,Female,Customer Support,Team Lead,Below College,Single,36585,Medium,0,0-1 Year,4,2,Yes,22,3,0,No,No,0
E0692,49,Female,IT,Data Analyst,Below College,Divorced,64437,Medium,8,8+ Years,1,3,No,24,4,3,No,No,0
E0693,45,Male,Human Resources,HR Manager,Below College,Married,25868,Low,3,2-3 Years,3,2,No,13,3,1,Yes,No,0
E0694,29,Male,IT,Data Analyst,Master,Single,93940,High,4,4-7 Years,3,1,No,4,3,5,No,No,0
E0695,42,Male,Sales,Sales Executive,Bachelor,Single,58134,Medium,9,8+ Years,1,1,Yes,9,4,4,No,No,0
E0696,41,Female,Research & Development,Product Analyst,Below College,Married,79558,High,0,0-1 Year,1,2,No,4,3,1,No,No,0
E0697,45,Male,Human Resources,Recruiter,College,Married,50743,Medium,1,0-1 Year,3,1,Yes,20,3,0,No,No,0
E0698,39,Male,Sales,Account Manager,Bachelor,Divorced,28259,Low,0,0-1 Year,3,2,No,1,3,6,No,No,0
E0699,30,Male,Research & Development,R&D Manager,Doctorate,Married,54885,Medium,0,0-1 Year,1,1,No,20,3,2,No,No,0
E0700,26,Female,Operations,Operations Manager,Below College,Married,68002,Medium,5,4-7 Years,1,1,Yes,30,4,4,No,No,0
E0701,37,Male,Customer Support,Customer Success Manager,College,Married,31848,Low,5,4-7 Years,3,3,No,7,4,2,No,No,0
E0702,30,Female,Research & Development,Research Scientist,Doctorate,Married,71353,High,15,8+ Years,1,3,No,18,3,2,No,No,0
E0703,39,Male,Customer Support,Support Executive,Master,Married,52399,Medium,11,8+ Years,2,3,No,26,3,2,Yes,Yes,1
E0704,47,Male,Finance,Accountant,Below College,Married,36469,Medium,0,0-1 Year,3,4,Yes,24,3,6,No,No,0
E0705,40,Female,Sales,Regional Manager,Bachelor,Divorced,41929,Medium,2,2-3 Years,3,1,No,11,4,2,No,Yes,1
E0706,25,Male,IT,IT Manager,Bachelor,Married,50009,Medium,2,2-3 Years,2,2,No,24,4,6,No,No,0
E0707,27,Female,Operations,Process Lead,Master,Married,62120,Medium,3,2-3 Years,1,2,No,10,3,0,No,No,0
E0708,31,Male,Research & Development,Product Analyst,Bachelor,Single,71888,High,0,0-1 Year,2,4,No,17,3,4,No,Yes,1
E0709,34,Female,Research & Development,Product Analyst,Below College,Married,97629,High,14,8+ Years,1,2,Yes,22,3,0,Yes,Yes,1
E0710,49,Male,IT,System Admin,Below College,Single,71551,High,0,0-1 Year,4,4,Yes,17,3,3,No,No,0
E0711,30,Male,Research & Development,Product Analyst,Bachelor,Single,62313,Medium,0,0-1 Year,1,3,Yes,26,3,6,No,Yes,1
E0712,32,Male,Research & Development,Research Scientist,College,Married,69057,Medium,12,8+ Years,3,2,No,27,3,6,No,Yes,1
E0713,31,Female,Finance,Accountant,Below College,Married,44283,Medium,0,0-1 Year,4,3,No,5,3,0,No,No,0
E0714,28,Male,Research & Development,Product Analyst,Bachelor,Married,57786,Medium,0,0-1 Year,3,4,No,21,3,5,No,No,0
E0715,29,Male,Customer Support,Team Lead,Master,Married,33018,Low,4,4-7 Years,4,3,No,4,3,6,No,Yes,1
E0716,45,Female,Sales,Regional Manager,College,Single,43579,Medium,2,2-3 Years,2,4,No,27,4,3,No,Yes,1
E0717,46,Male,Customer Support,Team Lead,Below College,Married,44260,Medium,1,0-1 Year,4,4,No,14,3,0,No,No,0
E0718,36,Male,Research & Development,Product Analyst,Bachelor,Single,102270,High,3,2-3 Years,1,3,No,5,3,0,No,No,0
E0719,28,Female,IT,Software Engineer,College,Single,54002,Medium,2,2-3 Years,2,4,Yes,28,4,2,No,Yes,1
E0720,41,Female,IT,Software Engineer,Below College,Single,48262,Medium,3,2-3 Years,4,1,No,6,3,0,No,No,0
E0721,31,Male,Customer Support,Team Lead,Doctorate,Single,42373,Medium,6,4-7 Years,1,1,Yes,3,3,5,No,No,0
E0722,32,Male,IT,Software Engineer,Doctorate,Married,37170,Medium,1,0-1 Year,3,3,No,14,3,0,No,Yes,1
E0723,28,Female,Research & Development,R&D Manager,Master,Married,70873,High,2,2-3 Years,3,2,Yes,13,3,3,No,No,0
E0724,29,Male,Research & Development,Research Scientist,College,Married,73185,High,2,2-3 Years,3,3,No,5,4,0,Yes,No,0
E0725,27,Male,Sales,Regional Manager,Doctorate,Single,46261,Medium,6,4-7 Years,2,1,No,25,3,3,No,Yes,1
E0726,33,Male,Finance,Financial Analyst,Below College,Married,72683,High,4,4-7 Years,4,3,No,21,3,3,No,No,0
E0727,31,Male,IT,IT Manager,Master,Single,64533,Medium,7,4-7 Years,1,2,Yes,7,3,0,Yes,No,0
E0728,28,Male,Sales,Regional Manager,Doctorate,Married,54846,Medium,2,2-3 Years,3,3,No,20,4,4,No,Yes,1
E0729,27,Male,IT,Data Analyst,Below College,Single,73588,High,3,2-3 Years,2,2,No,17,4,3,Yes,Yes,1
E0730,35,Male,Research & Development,Lab Technician,Bachelor,Single,74718,High,3,2-3 Years,4,2,Yes,3,3,4,No,Yes,1
E0731,28,Male,Customer Support,Team Lead,Doctorate,Single,38841,Medium,4,4-7 Years,3,2,No,3,3,0,No,Yes,1
E0732,27,Male,Finance,Auditor,College,Married,85391,High,4,4-7 Years,4,2,Yes,6,3,1,No,Yes,1
E0733,26,Male,Research & Development,Research Scientist,Master,Single,95079,High,0,0-1 Year,4,4,No,22,3,2,No,No,0
E0734,24,Male,Operations,Process Lead,Bachelor,Married,66862,Medium,0,0-1 Year,2,2,No,21,4,5,No,No,0
E0735,31,Male,Operations,Process Lead,Master,Married,58270,Medium,10,8+ Years,3,4,No,7,3,1,No,Yes,1
E0736,40,Male,Research & Development,Lab Technician,Bachelor,Married,62527,Medium,0,0-1 Year,3,1,No,20,3,5,No,Yes,1
E0737,48,Male,Research & Development,Research Scientist,Doctorate,Single,72370,High,9,8+ Years,4,4,No,6,3,6,No,No,0
E0738,32,Female,Customer Support,Support Executive,Doctorate,Single,46152,Medium,9,8+ Years,1,1,Yes,15,3,0,No,No,0
E0739,42,Female,Operations,Logistics Coordinator,Doctorate,Single,26992,Low,1,0-1 Year,3,1,No,22,3,6,No,Yes,1
E0740,41,Female,Sales,Account Manager,Below College,Single,53666,Medium,1,0-1 Year,4,2,Yes,21,4,6,No,No,0
E0741,25,Female,Research & Development,Research Scientist,Bachelor,Married,54179,Medium,0,0-1 Year,1,2,Yes,11,3,0,No,Yes,1
E0742,29,Male,Research & Development,Lab Technician,College,Single,111728,High,14,8+ Years,2,3,No,2,3,2,Yes,No,0
E0743,36,Male,Research & Development,Lab Technician,Below College,Married,84017,High,5,4-7 Years,4,3,Yes,19,3,6,No,No,0
E0744,39,Female,IT,IT Manager,College,Single,136086,High,25,8+ Years,3,2,No,11,3,4,No,No,0
E0745,32,Female,Research & Development,Product Analyst,Below College,Married,106513,High,3,2-3 Years,4,2,No,15,3,2,No,No,0
E0746,38,Male,Finance,Financial Analyst,Doctorate,Married,73297,High,2,2-3 Years,2,3,No,10,3,4,Yes,No,0
E0747,28,Female,Operations,Process Lead,Bachelor,Married,59425,Medium,6,4-7 Years,4,4,No,10,3,1,No,No,0
E0748,30,Female,IT,IT Manager,College,Divorced,63523,Medium,0,0-1 Year,2,2,No,5,3,6,No,Yes,1
E0749,26,Male,Customer Support,Team Lead,Doctorate,Married,51809,Medium,5,4-7 Years,2,3,Yes,10,3,1,No,Yes,1
E0750,38,Female,Customer Support,Team Lead,Below College,Married,36184,Medium,0,0-1 Year,4,2,No,30,3,3,No,No,0
E0751,34,Female,Research & Development,R&D Manager,College,Single,65336,Medium,7,4-7 Years,4,4,No,18,3,3,No,No,0
E0752,27,Male,Operations,Logistics Coordinator,Bachelor,Single,58820,Medium,0,0-1 Year,4,1,No,21,3,3,No,No,0
E0753,28,Female,Research & Development,Lab Technician,Below College,Married,71998,High,2,2-3 Years,1,3,No,14,3,3,No,Yes,1
E0754,34,Male,Finance,Auditor,Bachelor,Married,54520,Medium,1,0-1 Year,4,4,No,1,3,5,No,No,0
E0755,22,Male,Operations,Operations Executive,Bachelor,Married,36235,Medium,2,2-3 Years,3,3,No,4,4,3,No,Yes,1
E0756,38,Male,IT,Data Analyst,Bachelor,Married,114755,High,6,4-7 Years,1,4,No,10,3,6,No,No,0
E0757,34,Male,Research & Development,R&D Manager,Doctorate,Single,60032,Medium,1,0-1 Year,4,1,No,15,3,5,No,No,0
E0758,38,Female,Operations,Operations Manager,Doctorate,Single,61521,Medium,0,0-1 Year,4,4,Yes,29,3,3,No,No,0
E0759,40,Male,Finance,Financial Analyst,Master,Married,61880,Medium,0,0-1 Year,1,4,No,17,4,0,No,No,0
E0760,31,Female,Sales,Account Manager,Below College,Married,24568,Low,0,0-1 Year,1,2,No,19,3,2,No,No,0
E0761,38,Male,Research & Development,Product Analyst,Below College,Single,103477,High,1,0-1 Year,2,3,No,17,3,4,No,Yes,1
E0762,36,Male,Research & Development,Research Scientist,Doctorate,Single,38910,Medium,1,0-1 Year,3,1,No,8,3,5,No,Yes,1
E0763,24,Male,Customer Support,Customer Success Manager,College,Married,47873,Medium,3,2-3 Years,1,3,No,11,3,6,No,Yes,1
E0764,24,Male,Operations,Logistics Coordinator,Master,Single,58082,Medium,0,0-1 Year,3,1,No,7,4,4,No,No,0
E0765,26,Female,Sales,Sales Representative,College,Married,37159,Medium,2,2-3 Years,3,4,No,8,3,4,Yes,Yes,1
E0766,29,Female,Sales,Sales Executive,Below College,Single,41601,Medium,0,0-1 Year,4,4,No,12,4,3,No,No,0
E0767,24,Female,Operations,Logistics Coordinator,Doctorate,Single,48565,Medium,1,0-1 Year,4,3,No,27,4,1,No,No,0
E0768,27,Female,Customer Support,Team Lead,Below College,Single,23292,Low,0,0-1 Year,4,4,No,14,3,0,No,No,0
E0769,40,Female,Finance,Auditor,College,Married,52214,Medium,1,0-1 Year,4,1,No,12,3,4,No,No,0
E0770,21,Male,Customer Support,Support Executive,Doctorate,Married,42035,Medium,1,0-1 Year,2,3,No,5,3,0,No,Yes,1
E0771,40,Male,Research & Development,Lab Technician,Master,Married,22784,Low,3,2-3 Years,3,2,Yes,8,3,0,Yes,No,0
E0772,38,Male,Customer Support,Support Executive,Bachelor,Married,29203,Low,10,8+ Years,1,4,No,16,4,0,No,No,0
E0773,30,Male,Research & Development,Product Analyst,Bachelor,Single,65875,Medium,0,0-1 Year,1,2,Yes,12,3,2,No,No,0
E0774,21,Female,Sales,Sales Executive,Bachelor,Married,53735,Medium,2,2-3 Years,4,3,No,26,3,2,No,Yes,1
E0775,22,Male,Sales,Account Manager,Doctorate,Married,39052,Medium,1,0-1 Year,3,4,No,23,3,2,No,Yes,1
E0776,33,Other,Research & Development,Product Analyst,College,Single,90673,High,9,8+ Years,2,1,No,9,3,4,No,No,0
E0777,25,Male,IT,System Admin,College,Married,63368,Medium,3,2-3 Years,4,2,No,28,3,1,No,Yes,1
E0778,40,Female,Research & Development,Lab Technician,Doctorate,Married,92045,High,6,4-7 Years,2,3,Yes,16,3,5,No,No,0
E0779,37,Male,Customer Support,Customer Success Manager,Master,Single,53834,Medium,2,2-3 Years,3,1,Yes,9,3,4,No,No,0
E0780,34,Male,Finance,Accountant,Below College,Married,84297,High,1,0-1 Year,2,2,No,23,4,1,No,No,0
E0781,37,Male,Operations,Operations Executive,Master,Married,44896,Medium,1,0-1 Year,2,4,Yes,15,3,6,No,Yes,1
E0782,30,Male,Sales,Sales Executive,Doctorate,Married,53067,Medium,4,4-7 Years,3,1,No,19,3,0,No,No,0
E0783,33,Male,Operations,Operations Executive,Bachelor,Married,62256,Medium,1,0-1 Year,3,4,No,17,3,5,No,No,0
E0784,31,Male,Operations,Logistics Coordinator,Below College,Married,55049,Medium,7,4-7 Years,1,3,Yes,29,4,3,No,No,0
E0785,27,Male,IT,IT Manager,Doctorate,Single,109374,High,8,8+ Years,1,2,Yes,7,3,2,No,Yes,1
E0786,31,Female,Sales,Sales Representative,Bachelor,Married,55957,Medium,2,2-3 Years,2,2,Yes,11,4,3,No,Yes,1
E0787,29,Male,Research & Development,R&D Manager,Master,Divorced,83570,High,6,4-7 Years,3,4,No,10,3,3,No,Yes,1
E0788,47,Male,Research & Development,Lab Technician,Doctorate,Married,57361,Medium,0,0-1 Year,2,3,No,10,4,0,No,No,0
E0789,27,Female,Operations,Operations Manager,Master,Divorced,39257,Medium,1,0-1 Year,2,3,Yes,24,3,5,No,No,0
E0790,34,Male,Operations,Process Lead,Bachelor,Single,92960,High,4,4-7 Years,1,3,Yes,9,3,3,No,No,0
E0791,41,Male,IT,IT Manager,Below College,Married,41579,Medium,4,4-7 Years,1,4,No,8,3,4,No,No,0
E0792,42,Male,Sales,Sales Executive,Bachelor,Single,41622,Medium,6,4-7 Years,3,4,No,24,4,1,No,Yes,1
E0793,41,Male,Research & Development,Research Scientist,Bachelor,Single,84805,High,2,2-3 Years,1,1,No,30,4,2,Yes,No,0
E0794,32,Female,Customer Support,Team Lead,Doctorate,Single,44893,Medium,0,0-1 Year,1,1,Yes,18,3,4,No,No,0
E0795,34,Male,Finance,Accountant,Master,Married,32311,Low,2,2-3 Years,4,2,Yes,21,3,1,No,No,0
E0796,33,Female,Customer Support,Team Lead,College,Single,49884,Medium,8,8+ Years,2,3,Yes,14,3,6,No,No,0
E0797,43,Female,Operations,Logistics Coordinator,Bachelor,Single,41240,Medium,4,4-7 Years,2,2,Yes,10,3,0,No,Yes,1
E0798,46,Male,IT,Data Analyst,Below College,Married,46292,Medium,5,4-7 Years,2,4,Yes,9,3,1,No,No,0
E0799,49,Female,Customer Support,Team Lead,Doctorate,Single,55423,Medium,9,8+ Years,1,4,Yes,15,3,1,No,No,0
E0800,36,Male,IT,Software Engineer,Master,Single,106680,High,14,8+ Years,3,3,No,14,3,0,No,Yes,1
E0801,36,Other,Sales,Regional Manager,Master,Single,49168,Medium,9,8+ Years,3,1,No,14,4,5,No,No,0
E0802,40,Male,Customer Support,Support Executive,Doctorate,Married,42566,Medium,5,4-7 Years,2,2,No,6,3,1,No,Yes,1
E0803,29,Female,Customer Support,Customer Success Manager,Below College,Single,31363,Low,2,2-3 Years,2,2,Yes,30,3,1,No,No,0
E0804,27,Male,Customer Support,Support Executive,Master,Married,43332,Medium,4,4-7 Years,3,3,No,1,4,2,Yes,Yes,1
E0805,35,Male,Sales,Regional Manager,Doctorate,Married,24886,Low,0,0-1 Year,3,2,Yes,3,3,0,No,No,0
E0806,30,Male,Research & Development,Research Scientist,College,Single,99908,High,11,8+ Years,3,1,Yes,16,3,6,No,Yes,1
E0807,33,Male,Research & Development,Research Scientist,Doctorate,Married,36231,Medium,1,0-1 Year,2,2,No,9,3,5,No,No,0
E0808,34,Male,Human Resources,HR Manager,College,Married,39362,Medium,2,2-3 Years,1,4,No,21,3,1,No,No,0
E0809,43,Male,Sales,Account Manager,Bachelor,Single,62260,Medium,9,8+ Years,4,4,Yes,7,3,2,No,No,0
E0810,33,Male,Research & Development,Lab Technician,Below College,Single,98870,High,3,2-3 Years,1,3,No,25,3,0,No,No,0
E0811,35,Female,Research & Development,Product Analyst,Doctorate,Single,65100,Medium,6,4-7 Years,3,3,Yes,15,3,0,No,No,0
E0812,34,Female,Sales,Sales Representative,Below College,Married,47524,Medium,6,4-7 Years,2,1,No,26,3,4,No,No,0
E0813,41,Male,Operations,Operations Manager,Master,Married,28712,Low,0,0-1 Year,4,2,No,9,3,3,No,No,0
E0814,32,Female,Research & Development,Lab Technician,College,Single,47571,Medium,0,0-1 Year,3,2,No,30,4,4,No,No,0
E0815,35,Male,Human Resources,Recruiter,Master,Divorced,47758,Medium,15,8+ Years,2,4,Yes,13,3,1,No,Yes,1
E0816,35,Female,Sales,Sales Representative,Below College,Single,53517,Medium,1,0-1 Year,1,3,No,17,3,5,No,No,0
E0817,43,Male,Human Resources,Payroll Specialist,Master,Married,74524,High,7,4-7 Years,3,1,No,13,4,2,Yes,No,0
E0818,30,Female,Operations,Operations Manager,Bachelor,Married,56989,Medium,6,4-7 Years,3,2,No,28,4,3,No,No,0
E0819,33,Male,Customer Support,Customer Success Manager,Bachelor,Married,48974,Medium,3,2-3 Years,3,3,No,3,3,5,No,No,0
E0820,20,Female,Sales,Regional Manager,Master,Married,39664,Medium,2,2-3 Years,1,1,Yes,19,3,6,No,No,0
E0821,25,Female,Operations,Operations Executive,Below College,Single,82184,High,9,8+ Years,1,4,No,27,4,5,No,No,0
E0822,48,Male,Finance,Finance Manager,Master,Married,89567,High,8,8+ Years,3,3,No,27,3,2,No,Yes,1
E0823,34,Male,Operations,Logistics Coordinator,Doctorate,Single,46466,Medium,4,4-7 Years,3,4,No,25,3,6,Yes,No,0
E0824,31,Male,Operations,Operations Manager,Bachelor,Married,78876,High,12,8+ Years,4,3,Yes,20,3,1,No,No,0
E0825,34,Male,Customer Support,Team Lead,Below College,Married,18000,Low,1,0-1 Year,3,3,Yes,25,3,1,No,Yes,1
E0826,36,Female,Operations,Process Lead,Below College,Single,44684,Medium,2,2-3 Years,2,4,No,4,4,5,No,No,0
E0827,31,Male,Research & Development,Lab Technician,College,Single,69169,Medium,3,2-3 Years,3,1,No,16,3,5,No,No,0
E0828,34,Female,Sales,Account Manager,Bachelor,Married,54779,Medium,4,4-7 Years,4,2,No,14,3,4,No,No,0
E0829,36,Female,Operations,Logistics Coordinator,Doctorate,Divorced,40880,Medium,2,2-3 Years,2,3,No,18,3,5,Yes,No,0
E0830,47,Female,Finance,Financial Analyst,College,Married,57189,Medium,3,2-3 Years,3,1,No,26,4,1,No,No,0
E0831,25,Male,Research & Development,Research Scientist,Bachelor,Married,73806,High,4,4-7 Years,2,1,Yes,18,3,5,Yes,Yes,1
E0832,20,Female,Sales,Account Manager,Doctorate,Single,37424,Medium,3,2-3 Years,2,4,No,7,3,2,No,No,0
E0833,36,Male,IT,System Admin,College,Married,22600,Low,4,4-7 Years,1,3,No,19,3,0,No,No,0
E0834,35,Female,IT,System Admin,Master,Married,89283,High,13,8+ Years,3,1,No,4,4,4,No,No,0
E0835,36,Male,Sales,Account Manager,Below College,Single,54929,Medium,0,0-1 Year,3,4,No,3,3,3,No,No,0
E0836,32,Male,Research & Development,Research Scientist,Doctorate,Single,68673,Medium,4,4-7 Years,1,3,No,4,3,4,Yes,No,0
E0837,38,Female,Finance,Financial Analyst,College,Married,59465,Medium,4,4-7 Years,2,3,Yes,4,4,1,No,No,0
E0838,36,Female,Human Resources,Payroll Specialist,College,Single,48026,Medium,3,2-3 Years,1,3,No,30,3,2,No,Yes,1
E0839,50,Male,Finance,Finance Manager,Master,Divorced,46924,Medium,3,2-3 Years,4,1,No,22,3,2,No,No,0
E0840,49,Female,Sales,Sales Executive,College,Married,45192,Medium,8,8+ Years,1,1,No,22,3,4,No,No,0
E0841,28,Female,Research & Development,Lab Technician,Bachelor,Married,90908,High,14,8+ Years,4,4,No,3,3,3,Yes,No,0
E0842,31,Male,Operations,Operations Executive,Below College,Single,71538,High,14,8+ Years,2,3,No,24,3,0,Yes,No,0
E0843,43,Female,Customer Support,Customer Success Manager,College,Married,29630,Low,3,2-3 Years,3,1,Yes,30,3,3,No,Yes,1
E0844,41,Male,Human Resources,HR Executive,College,Single,65032,Medium,11,8+ Years,3,1,Yes,29,3,6,No,Yes,1
E0845,38,Female,Research & Development,Product Analyst,Master,Single,66463,Medium,1,0-1 Year,4,3,No,7,4,5,No,No,0
E0846,30,Female,Customer Support,Team Lead,College,Single,71745,High,8,8+ Years,1,4,No,2,3,3,Yes,Yes,1
E0847,43,Female,IT,IT Manager,College,Single,79869,High,0,0-1 Year,4,3,No,18,3,6,No,Yes,1
E0848,36,Male,IT,IT Manager,Master,Married,92563,High,0,0-1 Year,1,2,No,2,4,1,No,Yes,1
E0849,33,Male,Finance,Auditor,College,Married,51009,Medium,7,4-7 Years,2,2,No,24,3,4,Yes,Yes,1
E0850,36,Male,Research & Development,Lab Technician,College,Married,62169,Medium,2,2-3 Years,1,2,No,6,3,2,No,Yes,1
E0851,29,Female,Finance,Finance Manager,Below College,Single,80804,High,16,8+ Years,1,4,Yes,17,3,4,No,Yes,1
E0852,26,Male,Operations,Operations Executive,Doctorate,Married,72892,High,8,8+ Years,1,2,No,25,3,4,No,No,0
E0853,30,Female,Finance,Finance Manager,Bachelor,Single,62599,Medium,12,8+ Years,4,3,Yes,12,4,5,No,No,0
E0854,30,Male,Research & Development,R&D Manager,College,Single,84446,High,17,8+ Years,2,3,No,24,3,6,No,No,0
E0855,38,Male,IT,System Admin,Doctorate,Married,79766,High,14,8+ Years,4,4,No,24,3,3,No,Yes,1
E0856,31,Female,Sales,Sales Representative,Below College,Single,54315,Medium,14,8+ Years,3,4,No,18,4,6,No,Yes,1
E0857,29,Female,Human Resources,Payroll Specialist,Below College,Married,75742,High,7,4-7 Years,1,2,No,7,3,1,No,No,0
E0858,29,Male,Operations,Process Lead,Master,Single,79674,High,20,8+ Years,2,4,No,19,4,1,Yes,No,0
E0859,27,Male,Research & Development,Research Scientist,Below College,Single,34695,Low,0,0-1 Year,1,3,Yes,28,3,2,No,Yes,1
E0860,21,Male,Research & Development,R&D Manager,College,Married,47486,Medium,1,0-1 Year,1,2,No,29,4,1,No,No,0
E0861,31,Female,Finance,Auditor,Below College,Married,59300,Medium,9,8+ Years,1,2,Yes,30,3,6,Yes,No,0
E0862,43,Female,Finance,Finance Manager,Bachelor,Single,48214,Medium,1,0-1 Year,4,3,No,29,3,0,No,Yes,1
E0863,48,Female,Operations,Operations Manager,Doctorate,Married,95559,High,16,8+ Years,3,3,Yes,23,4,6,Yes,Yes,1
E0864,29,Female,Research & Development,Lab Technician,Bachelor,Single,77327,High,3,2-3 Years,1,4,No,11,4,0,No,No,0
E0865,30,Male,Sales,Regional Manager,Master,Single,35449,Medium,0,0-1 Year,1,1,No,10,3,3,No,No,0
E0866,27,Male,Research & Development,Product Analyst,Doctorate,Married,95947,High,14,8+ Years,2,4,No,10,3,3,No,No,0
E0867,39,Female,Customer Support,Support Executive,Below College,Married,19052,Low,0,0-1 Year,3,1,Yes,5,3,1,No,Yes,1
E0868,41,Male,Operations,Logistics Coordinator,Below College,Married,33713,Low,0,0-1 Year,4,3,No,26,3,4,No,Yes,1
E0869,48,Male,Sales,Sales Executive,Doctorate,Single,47338,Medium,1,0-1 Year,1,4,Yes,11,3,1,No,No,0
E0870,31,Female,Operations,Process Lead,Below College,Married,84199,High,10,8+ Years,2,1,Yes,3,3,1,No,Yes,1
E0871,39,Male,Operations,Operations Executive,Doctorate,Married,83268,High,7,4-7 Years,4,3,Yes,20,3,5,No,No,0
E0872,33,Male,Sales,Account Manager,Bachelor,Divorced,52327,Medium,0,0-1 Year,1,4,No,3,3,5,No,No,0
E0873,30,Male,Finance,Finance Manager,College,Married,63903,Medium,16,8+ Years,3,4,No,12,4,3,No,No,0
E0874,41,Female,Research & Development,Lab Technician,College,Single,71693,High,3,2-3 Years,4,4,No,28,4,3,Yes,No,0
E0875,45,Male,Customer Support,Team Lead,Below College,Single,38683,Medium,2,2-3 Years,2,2,Yes,19,4,1,Yes,Yes,1
E0876,27,Female,Human Resources,Recruiter,Below College,Single,75066,High,3,2-3 Years,4,4,Yes,14,3,6,Yes,No,0
E0877,30,Male,IT,IT Manager,Doctorate,Single,68614,Medium,3,2-3 Years,2,4,No,16,3,2,No,No,0
E0878,26,Male,Sales,Sales Representative,College,Single,46469,Medium,2,2-3 Years,2,3,No,19,4,0,Yes,No,0
E0879,22,Female,IT,Data Analyst,Doctorate,Married,42121,Medium,2,2-3 Years,3,2,No,29,3,2,No,No,0
E0880,25,Male,Research & Development,Lab Technician,Bachelor,Married,63400,Medium,0,0-1 Year,1,4,No,25,3,2,No,No,0
E0881,36,Male,Sales,Regional Manager,College,Married,24826,Low,1,0-1 Year,1,4,Yes,8,3,0,No,Yes,1
